Contract ID;Created Date;Type;Insurance Category;Yearly Management Fee;Sales Fee;Customer ID
12508;28.05.17;Existing Contract;Statutory health insurance;;0;5312
12509;14.06.17;Existing Contract;Term life insurance;0;0;2743
12510;11.02.17;Existing Contract;Statutory health insurance;;0;1106
12511;28.04.17;Existing Contract;Personal liability insurance & household contents insurance;26,4;0;2768
12512;18.07.17;Existing Contract;Accident insurance;19,16;0;5272
12513;08.03.17;Existing Contract;Personal liability insurance & household contents insurance;0;0;3939
12514;07.02.17;Existing Contract;Legal protection insurance;80,77;0;5113
12515;20.02.17;Existing Contract;Private pension insurance;2,94;0;1677
12516;07.11.17;Existing Contract;Occupational disability insurance;5,8;0;1039
12517;20.11.17;Existing Contract;Homeowner’s building insurance;98,05;0;3868
12518;28.06.17;Existing Contract;ADAC (automobile association) Plus membership;;0;1317
12519;16.03.17;Existing Contract;Travel health insurance;0,19;0;4235
12520;19.06.17;Existing Contract;Term life insurance;;0;3807
12521;18.04.17;Existing Contract;Pet health insurance;;0;4144
12522;27.02.17;Existing Contract;Homeowner & landowner liability insurance;7,15;0;5062
12523;21.03.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance;0;0;3463
12524;24.01.17;Existing Contract;Homeowner’s building insurance;116,96;0;956
12525;07.09.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance;;0;3367
12526;21.04.17;Existing Contract;Personal liability insurance;20,27;0;2517
12527;21.04.17;Existing Contract;Personal liability insurance;6,36;0;4299
12528;20.03.17;Existing Contract;Occupational disability insurance & term life insurance;4,32;0;4452
12529;17.05.17;Existing Contract;Accident insurance;;0;3928
12530;11.01.18;Existing Contract;Homeowner’s building insurance;56,88;0;3481
12531;26.04.17;Existing Contract;Statutory health insurance;;0;5222
12532;20.05.17;Existing Contract;Statutory health insurance;;0;765
12533;28.03.17;Existing Contract;Personal liability insurance;14,6;0;3714
12534;10.04.17;Existing Contract;Household contents insurance;5,35;0;197
12535;18.05.17;Existing Contract;Motor vehicle legal protection insurance;15,16;0;1455
12536;21.02.17;Existing Contract;Homeowner’s building insurance;0;0;4229
12537;30.01.17;Existing Contract;Legal protection insurance;50,09;0;3468
12538;16.02.18;Existing Contract;Supplementary hospitalisation insurance & supplementary dental insurance;9,31;0;2286
12539;12.05.17;Existing Contract;Supplementary dental insurance;2,5;0;4754
12540;21.03.17;Existing Contract;Accident insurance;24,23;0;1623
12541;11.12.17;Existing Contract;Trailer insurance;;0;981
12542;06.04.17;Existing Contract;Household contents insurance;;0;1474
12543;30.01.18;Existing Contract;Private health insurance;133,6;0;4473
12544;21.01.17;Existing Contract;Statutory health insurance;;0;4652
12545;09.02.17;Existing Contract;Statutory health insurance;;0;4372
12546;21.05.17;Existing Contract;Statutory health insurance;;0;837
12547;24.04.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance;26,69;0;757
12548;09.03.17;Existing Contract;Statutory health insurance;;0;1405
12549;06.06.17;Existing Contract;Motor vehicle legal protection insurance;;0;623
12550;31.01.17;Existing Contract;Surety insurance/bonding insurance;3,78;0;5129
12551;02.05.17;Existing Contract;Statutory health insurance;;0;2649
12552;23.03.17;Existing Contract;Supplementary dental insurance;3,91;0;3811
12553;24.01.17;Existing Contract;Autocycle and moped insurance;0;0;5181
12554;27.04.17;Existing Contract;Statutory health insurance;;0;3019
12555;09.05.17;Existing Contract;Other insurance;;0;297
12556;05.08.17;New Contract;Household contents insurance;11,99;0;1398
12557;17.01.17;Existing Contract;Pet owner liability insurance;0;0;2457
12558;05.01.17;Existing Contract;Statutory health insurance;;0;4563
12559;07.02.17;Existing Contract;Legal protection insurance;55,04;0;4375
12560;16.02.17;Existing Contract;Statutory health insurance;;0;1124
12561;10.04.17;Existing Contract;Household contents insurance;;0;1912
12562;30.06.17;New Contract;Homeowner’s building insurance;74,25;0;5132
12563;22.03.17;Existing Contract;Statutory health insurance;;0;404
12564;20.03.17;Existing Contract;Household contents insurance;11,19;0;671
12565;14.06.17;Existing Contract;Household contents insurance;;0;910
12566;12.05.17;Existing Contract;Private health insurance & compulsory long-term nursing care insurance;84,33;0;3929
12567;10.02.17;New Contract;Personal liability insurance;11,25;0;4173
12568;10.04.17;Existing Contract;Accident insurance;45,71;0;3088
12569;19.04.17;Existing Contract;Supplementary long-term nursing care insurance (KV);2,84;0;5304
12570;10.03.17;Existing Contract;Statutory health insurance;;0;3738
12571;12.04.17;Existing Contract;Occupational disability insurance;12,52;0;437
12572;13.03.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance (with insurance cover certificate);0;0;1327
12573;15.02.17;Existing Contract;Statutory health insurance;;0;4774
12574;21.02.17;Existing Contract;Personal liability insurance & household contents insurance;26,59;0;2895
12575;06.02.17;Existing Contract;Foreign travel health insurance;0;0;1982
12576;12.03.17;Existing Contract;Statutory health insurance;;0;1662
12577;31.05.17;Existing Contract;Statutory health insurance;;0;1190
12578;31.05.17;Existing Contract;Personal liability insurance;9,45;0;1682
12579;18.05.17;Existing Contract;Statutory health insurance;;0;4514
12580;30.04.17;Existing Contract;Statutory health insurance;;0;1784
12581;30.03.17;Existing Contract;Personal liability insurance, household contents insurance, legal protection insurance & accident insurance;196,09;0;5356
12582;17.05.17;Existing Contract;Statutory health insurance;;0;3067
12583;27.04.17;Existing Contract;Household contents insurance;19,32;0;1088
12584;13.06.17;Existing Contract;Riester pension insurance scheme;;0;3768
12585;24.04.17;Existing Contract;Personal liability insurance;7,16;0;4961
12586;15.02.17;Existing Contract;Term life insurance;;0;346
12587;21.04.17;Existing Contract;Accident insurance;61,58;0;2789
12588;15.03.17;Existing Contract;Private health insurance;70,62;0;1508
12589;24.05.17;Existing Contract;Pet owner liability insurance;12,11;0;4588
12590;30.01.18;New Contract;Household contents insurance;24,06;0;321
12591;23.02.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance;;0;468
12592;17.03.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance;;0;700
12593;15.03.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance (with insurance cover certificate);;0;660
12594;26.08.17;Existing Contract;Accident insurance;32,69;0;3541
12595;30.11.17;Existing Contract;Household contents insurance;18,44;0;4058
12596;30.05.17;Existing Contract;Personal liability insurance;5,85;0;556
12597;30.05.17;New Contract;General disability insurance;22,51;916;3969
12598;21.02.17;Existing Contract;Legal protection insurance;0;0;4695
12599;07.09.17;Existing Contract;Private health insurance;32,92;0;116
12600;17.01.17;Existing Contract;Motor vehicle liability insurance & partial coverage motor vehicle insurance (with insurance cover certificate);0;0;1020
12601;09.03.17;Existing Contract;Accident insurance;34,89;0;1275
12602;06.06.17;Existing Contract;Endowment life insurance;;0;5095
12603;02.06.17;Existing Contract;Legal protection insurance;0;0;3809
12604;03.07.17;Existing Contract;Basic pension insurance;;0;3774
12605;01.06.17;Existing Contract;Personal liability insurance, household contents insurance & glass insurance;85,08;0;887
12606;18.04.17;Existing Contract;Household contents insurance & glass insurance;;0;3363
12607;15.05.17;Existing Contract;Statutory health insurance;;0;4958
12608;03.02.17;Existing Contract;Legal protection insurance;0;0;4600
12609;27.04.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance;13,62;0;3804
12610;13.06.17;Existing Contract;Term life insurance;;0;3750
12611;02.04.17;Existing Contract;Statutory health insurance;;0;1535
12612;04.04.17;Existing Contract;Homeowner’s building insurance;;0;746
12613;27.02.17;Existing Contract;Personal liability insurance;11,44;0;4833
12614;10.02.17;Existing Contract;Legal protection insurance;23,09;0;1336
12615;07.02.17;Existing Contract;Personal liability insurance, homeowner’s building insurance & household contents insurance;111,78;0;2497
12616;26.02.17;Existing Contract;Statutory health insurance;;0;3584
12617;13.07.17;Existing Contract;Supplementary dental insurance & travel health insurance;3,45;0;664
12618;18.04.17;New Contract;Homeowner’s building insurance;80,82;0;2817
12619;07.06.17;Existing Contract;Endowment life insurance;33,3;0;349
12620;09.02.17;Existing Contract;Travel health insurance;;0;3171
12621;25.09.17;Existing Contract;Personal liability insurance;5,61;0;4777
12622;05.04.17;Existing Contract;Private pension insurance;0;0;3976
12623;30.03.17;Existing Contract;Statutory health insurance;;0;5025
12624;07.04.17;Existing Contract;Private health insurance & compulsory long-term nursing care insurance;55,08;0;651
12625;18.04.17;Existing Contract;Household contents insurance;7,4;0;2784
12626;15.09.17;Existing Contract;Motor vehicle liability insurance & partial coverage motor vehicle insurance;0;0;3253
12627;31.05.17;Existing Contract;Statutory health insurance;;0;1392
12628;15.01.17;Existing Contract;Accident insurance;;0;4530
12629;22.05.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance;;0;2948
12630;28.04.17;Existing Contract;Household contents insurance;0;0;922
12631;27.04.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance;0;0;3098
12632;25.04.17;Existing Contract;Motor vehicle liability insurance;8,22;0;2957
12633;03.03.17;Existing Contract;Personal liability insurance & household contents insurance;;0;4530
12634;30.06.17;Existing Contract;Occupational disability insurance & direct insurance;;0;4640
12635;11.05.17;Existing Contract;Personal liability insurance;9,44;0;3361
12636;26.05.17;Existing Contract;Legal protection insurance;71,04;0;4590
12637;23.01.17;Existing Contract;Motor vehicle liability insurance & partial coverage motor vehicle insurance;13,58;0;559
12638;16.05.17;Existing Contract;Foreign travel health insurance;0;0;380
12639;03.05.17;Existing Contract;Statutory health insurance;;0;1466
12640;21.06.17;Existing Contract;Motor vehicle liability insurance;53,24;0;229
12641;10.04.17;Existing Contract;Statutory health insurance;;0;802
12642;09.04.17;Existing Contract;Statutory health insurance;;0;4858
12643;13.03.17;Existing Contract;Statutory health insurance;;0;4235
12644;18.04.18;Existing Contract;Pension fund;;0;4401
12645;18.04.17;Existing Contract;Legal protection insurance;106,44;0;2470
12646;06.03.17;Existing Contract;Endowment life insurance;;0;1337
12647;14.06.17;Existing Contract;Travel health insurance;;0;3532
12648;29.05.17;New Contract;Personal liability insurance;12,5;0;4336
12649;29.03.17;Existing Contract;Personal liability insurance;8,89;0;1600
12650;21.04.17;Existing Contract;Personal liability insurance;33,75;0;4445
12651;13.06.17;Existing Contract;Personal liability insurance;;0;296
12652;09.02.17;Existing Contract;Motorcycle insurance;12,72;0;3556
12653;20.05.17;Existing Contract;Statutory health insurance;;0;2811
12654;17.03.17;Existing Contract;Statutory health insurance;;0;4659
12655;27.05.17;Existing Contract;Statutory health insurance;;0;3797
12656;15.11.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance;40;0;2810
12657;16.05.17;Existing Contract;Statutory health insurance;;0;3081
12658;08.05.17;Existing Contract;Statutory health insurance;;0;522
12659;22.05.17;Existing Contract;Personal liability insurance & building owner's liability insurance;6,85;0;4843
12660;03.02.17;Existing Contract;Personal liability insurance;8,39;0;1788
12661;31.03.18;Existing Contract;Personal liability insurance;16,09;0;2272
12662;17.03.17;Existing Contract;Glass insurance;;0;4710
12663;24.05.17;Existing Contract;Endowment life insurance;;0;486
12664;05.04.17;Existing Contract;Travel health insurance;0;0;1280
12665;31.05.17;Existing Contract;Basic pension insurance;5,4;0;3894
12666;18.05.17;Existing Contract;Statutory health insurance;;0;5327
12667;22.05.17;Existing Contract;Household contents insurance;;0;915
12668;20.03.17;Existing Contract;Accident insurance;15,56;0;3413
12669;12.01.17;Existing Contract;Motor vehicle liability insurance & partial coverage motor vehicle insurance;13,26;0;300
12670;16.04.17;Existing Contract;Statutory health insurance;;0;1382
12671;04.08.17;Existing Contract;Occupational disability insurance;;0;4117
12672;26.04.17;Existing Contract;Statutory health insurance;;0;922
12673;10.05.17;Existing Contract;Statutory health insurance;;0;2912
12674;22.12.17;New Contract;Legal protection insurance;31,74;0;3932
12675;07.06.17;Existing Contract;Supplementary long-term nursing care insurance (KV);2,88;0;957
